"run","shareOfDemandToBeMoved","randomSeed","transportCostsTuner","demandFunctionInterceptTuner","demandFunctionReferencePrice","percentageOfPriceMarkDownInNewlyAccessibleMarkets","demandFunctionSlopeTuner"
1,0.003,88833006,0.5,1.0,2.0,0.05,0.5
